index	prompt1	prompt2	prompt3	prompt4
2522	A woman in a white chef's uniform is standing in front of a table with 3 white bowls and 3 red bowls on it. Behind her is a large machine with a funnel and many other machines and boxes.	Yes.	Female.	Female.
2523	This is a kitchen, in this kitchen there are some objects, on the right side there is a table, on the table there are some objects, on the left side there is a refrigerator, on the floor there are some mats, in the background	No.	Female.	Female.
2524	A bathroom with a toilet, bathtub and a sink.	No.	Female.	Female.
2525	In the image we can see there is a person riding a bicycle on the road. In the background there are trees and there is a road.	Yes.	Male.	Male.
2526	In an office, a laptop, a mouse and a keyboard are on a desk. On the desk there is an apple box, a box of apples, a cup, a mouse pad and a monitor.	No.	Female.	Female.
2527	In this image we can see a cat on the desk, on the desk there is a keyboard, mouse, telephone, papers, papers, papers, papers, papers, papers, papers, papers, papers, papers, papers, papers, papers,	No.	Female.	Female.
2528	A laptop computer sits open on a desk, with a scissor in front of it. There is a notebook with writing on it, and a pen on the desk. In the background, there is a bowl with pens and pencils in it.	No, there is no person in this image.	Female.	Female.
2529	In this image, there are many people riding motorcycles on the road.	Yes.	Male.	Male.
2530	In the center of the image, there is a waterline. In the background, there are sheep grazing on the grass. At the bottom, there is a watermark.	No.	Female.	Female.
2531	In this image there is a pole with a traffic signal and a board attached to it.	No.	Female.	Female.
2532	In this image there are a group of people standing on a bus. There are a few people with bags. There are a few people with caps. There are a few people with headsets. There are a few people with bags. There are a	Yes.	Male.	Male.
2533	In this image, there are sheep on the ground. There is a hay wagon. There are trees. There is a house. There is a sky.	No.	Female.	Female.
2534	In the image there are two giraffes walking in the wild. Behind them there are trees.	No.	Female.	Female.
2535	A green bench is in a forest. On the bench, it says "Fanta".	No.	Female.	Female.
2536	In this image we can see two vehicles on the road. In the background there are trees and buildings.	No.	Male.	Female.
2537	A man is holding an animal in his arms. He is looking at it.	Yes.	Male.	Male.
2538	In this image we can see a bus on the road, there are vehicles on the road, there are buildings, trees, poles, wires, people, vehicles, boards, and the sky.	No.	Male.	Male.
2539	In this image we can see a few vehicles on the road, there are banners, poles, buildings, trees, a church, a traffic signal, a pole, wires and the sky.	No.	Male.	Male.
2540	In the foreground of the picture there is a hydrant. In the background there are cars on the road, buildings, trees, flag and a tree.	No.	Female.	Female.
2541	In the middle of the image there is a pole with a sign. On the left side of the image there is a light.	No.	Female.	Female.
2542	In the image we can see there is a pole and there are few boards attached to it. There are few trees and there is a blue sky.	No.	Female.	Female.
2543	A woman and a man hold a child in their arms. The child has a birthday cake.	Yes.	Female.	Female.
2544	A black and white photograph shows a large, stationary train, likely a locomotive, traveling through a grassy field. The train is oriented to the right, and its front is prominently visible, emitting a plume of smoke. The smoke is characteristic of a locomotive	No.	Female.	Female.
2545	A red and yellow train is on the track.	No.	Female.	Female.
2546	In this image we can see a train on the railway tracks. There is smoke in the image. There are trees in the image.	No.	Female.	Female.
2547	A train is on tracks with other trains on the same track.	No.	Female.	Female.
2548	A train with 8 containers on the track is moving through a gravel area.	No.	Female.	Female.
2549	In this image there is a man standing in the middle. There are bananas in the middle. There is a man standing in the middle. There are bananas in the middle. There is a bottle in the middle. There are bananas in the middle.	No.	Female.	Male.
2550	A person is laying on a bed, holding a pillow with both hands. They are wearing a black shirt with white stripes and blue jeans. Behind them, there is a wall with a painting on it.	Yes.	Male.	Male.
2551	In the foreground of the picture there are shoes. In the center of the picture there is a cat. In the background there is a carpet.	No.	Female.	Female.
2552	A gray cat is laying on the floor in front of a white refrigerator.	No.	Female.	Female.
2553	In this image we can see a cat sitting on the sofa, a cat sitting on the sofa, a bowl with food, a bottle, a glass, a plate with food, a bowl with food, a cat sitting on the sofa	No.	Female.	Female.
2554	In this image we can see a cat on the bed. In the background of the image there is a curtain, a table, a bed, a lamp, a cupboard and some other objects.	No.	Female.	Female.
2555	In this image there is a black cat sitting on the laptop. In the background there is a wall, a poster, a keyboard, a monitor, a lamp, a poster and some other objects.	No.	Female.	Female.
2556	In this image we can see a cat on the floor, a table with some objects on it, a wall and a window.	No.	Female.	Female.
2557	In this image we can see a person's legs and a dog sleeping on a table. In the background we can see a wall, a window, a plant, a cup, a poster, a poster board, a table, a chair, a	Yes.	Male.	Male.
2558	A man is sitting on a bench with a cigarette in his mouth.	Yes.	Male.	Male.
2559	A man is standing on a brick sidewalk. He is wearing a cap, watch, and shoes. He has a suitcase.	Yes.	Male.	Male.
2560	A man is wearing glasses and a shirt with a checkered pattern. Behind him, there is a plant with green leaves. On the right side, there is a reflection of the man and the plant in the mirror. On the left side,	No.	Male.	Male.
2561	In this image we can see a boat on the water, there are some plants, buildings, trees, poles, and the sky which looks cloudy.	No.	Female.	Female.
2562	In this image there is a table and a person sitting on it. There are chairs and tables. There are plants and there is a building. There is a tree and there is a building. There is a board on the building.	No.	Female.	Male.
2563	A man is wearing glasses, a shirt, and a vest.	Yes.	Male.	Male.
2564	A man is standing against a grey textured wall, wearing a shirt and a tie.	Yes.	Male.	Male.
2565	In the image we can see there is a baby elephant standing and digging in the mud. In the background there is a vehicle and grass.	No.	Female.	Male.
2566	In this image there is a wooden cabinet with a green cover on top of it.	No.	Female.	Female.
2567	An empty room with luggage and a few items on the floor. A television and a suitcase are also visible.	No.	Female.	Female.
2568	In this image there is a dog lying on the ground. There is a toy in the dog's mouth.	No.	Female.	Female.
2569	In this image we can see two children sitting on the ground. The children are holding an umbrella. In the background of the image there is sand. On the right side of the image there is a black object.	No.	Female.	Female.
2570	In the image we can see there is a toy bear and a boy sitting on the table.	No.	Boy.	Boy.
2571	In this image there are a few people playing a game on the grass. In the background there are trees and houses.	Yes.	Male.	Male.
2572	A woman is playing tennis.	No.	Female.	Female.
2573	A person is holding a pink frisbee in their hand. In the background, there is water and boats on the water. There are pillars and a bridge.	Yes.	Male.	Male.
2574	A man in a blue shirt with the word "TARTAN" on the back is frisbee throwing.	Yes.	Male.	Male.
2575	In the image there are two zebras grazing in a grassy area.	No.	Male.	Male.
2576	In the image there are two men in the center who are playing frisbee and one man in the background is holding a frisbee and there are other people in the background.	No.	Male.	Male.
2577	In this image we can see a man in a purple t-shirt is holding a frisbee in his hand. Behind him there are three other people. In the background there are trees and the sky.	No.	Male.	Male.
2578	In the image we can see there is a man holding a disc in his hand. In the background there are trees and there is a person running.	No.	Male.	Male.
2579	A street scene includes police horses, some of whom are at a traffic intersection with a Robson St street sign visible.	Yes.	Male.	Male.
2580	In the image there are two zebras in an outdoor area. One zebra is a mother zebra and the other is a baby zebra. The mother zebra is bending down and feeding the baby zebra.	No.	Female.	Female.
2581	In this image we can see a horse standing on the grass. In the background we can see the trees, hills and the sky.	No.	Female.	Female.
2582	In this image there is a table on which there are fruits and vegetables. On the left side there is a man standing. On the right side there are fruits and vegetables. In the background there are bottles, boards, clocks and other objects.	Yes.	Male.	Male.
2583	In this image there are many bananas in the front. In the background there are people standing and there are stalls. There is a pole with baskets. There are lights at the top.	Yes.	Female.	Female.
2584	In this image there is a table on which there is a banana. On the banana there is a stick. On the left side of the image there is a clock.	No.	Female.	Female.
2585	In this image we can see a bowl with food items and a bowl with food items in it. We can also see a black bowl with food items and a bowl with food items in it. We can also see a black bowl with food items and	No.	Female.	Female.
2586	In this image we can see a banana placed on the table. In the background there is a tin and a bottle.	No.	Female.	Female.
2587	In this image we can see a plate with food items on it.	No.	Female.	Female.
2588	A man is skateboarding up a set of stairs.	Yes.	Male.	Male.
2589	In this image there is a plate on a table. On the plate there are some food items. There are two knives on the table.	No.	Female.	Female.
2590	In this image we can see a table with a black color phone and a brown color mug on it.	No.	Female.	Male.
2591	A man is skateboarding.	Yes.	Male.	Male.
2592	In this image there are five boys who are doing skateboarding. They are all standing on the skateboard. In the background there is a hill and trees. At the top there is the sky.	Yes.	Male.	Male.
2593	A skateboarder is performing a trick on a rail in front of a street.	No.	Female.	Male.
2594	A person is skateboarding on a street. In the background, there are cars and buildings. The sky is blue with clouds.	Yes.	Female.	Male.
2595	A person is skiing down a mountain, in the background, there are mountains covered with snow.	Yes.	Female.	Female.
2596	A person is skateboarding on a ramp. There is graffiti on the wall.	No.	Male.	Male.
2597	A black and white photograph of a man doing a trick in a skatepark.	Yes.	Male.	Male.
2598	In this image there is a bread sandwich on a foil.	No, there is no person in this image.	Female.	Female.
2599	An elderly woman is preparing food on a table. She is wearing an orange and white sleeveless top. She is holding a knife and cutting some slices of meat on a plate. In front of her, there is a small tin labeled "SP	No.	Female.	Female.
2600	A person is doing tricks on a car.	Yes.	Male.	Male.
2601	In this image there is a man who is holding a hot dog in his hand. Behind him there is a building. There are trees. There is a tent. There is a person who is walking.	No.	Male.	Male.
2602	In this image there is a plate on the table. On the plate there are two pieces of bread and some food items. In the background there are plates, cups, a glass and a bottle.	Yes.	Female.	Female.
2603	In this image there is a bed with a pillow on it and there are toys on the bed.	No.	Female.	Female.
2604	A young woman is holding a glass of milk in her right hand and a can of soda in her left hand. She is in the car with a cake in front of her.	Yes.	Female.	Female.
2605	In this image we can see a wooden bed with pillows and a bedside lamp. We can also see a cupboard with a few things on it and a wall with a frame. We can also see a window with a curtain. We can also	No.	Female.	Female.
2606	In this image there is a bed, on the bed there are two pillows. On the bed there is a blanket. In the background there is a table, on the table there are some objects.	No.	Female.	Female.
2607	A man is sleeping on his bed. He is wearing a white T-shirt and a grey blanket. In the background, there is a poster on the wall.	No.	Male.	Male.
2608	A pizza is on a table.	No.	No one is present in the image.	Female.
2609	A soccer player is kicking a ball towards the goal. In the background, there are other players and a goal post.	No.	Male.	Male.
2610	In this image we can see a table with food on it and two toys of Star Wars are present on the table.	No.	STARSHIP.	STARSHIP.
2611	An image shows a plate with a pizza on it. The pizza has various toppings including tomatoes, olives, and white cheese. There is a fork on the right side of the plate.	No.	Female.	Female.
2612	A bedroom has a bed, a nightstand, and a dresser.	No.	Female.	Female.
2613	A man is sitting on a couch in front of a table with a Dell laptop on it.	Yes.	Male.	Male.
2614	A man is holding a tennis racket. In the background, there are banners.	Yes.	Male.	Male.
2615	A woman in a white top is playing tennis in two different pictures.	No.	Female.	Female.
2616	A woman is sitting on a chair with a wii controller in her hands. She is wearing a black sweater. In the background, there is a man standing. There is a potted plant on the floor. There are lights and a door	Yes.	Female.	Female.
2617	This picture shows a room with a sofa and a chair and we see a table and a cupboard and we see a refrigerator and we see a wall with trees and we see a vent and we see a window and we see a fan and we	No.	Female.	Female.
2618	Two men are sitting on chairs in a living room.	Yes.	Male.	Male.
2619	In this image we can see three people holding a game controller. In the background we can see a white board, a person sitting on a chair and a person standing.	Yes.	Female.	Female.
2620	In this image we can see a woman standing and holding a mobile phone. In the background we can see a few other people and some bags.	No.	Female.	Female.
2621	In this image we can see a group of people holding some objects in their hands. In the background of the image there are some objects, trees and a wall.	No.	Female.	Male.
2622	In this image, there are many people flying kites in the air. There are many buildings and trees in the background. There is water in the background. There are clouds in the sky.	Yes.	Male.	Male.
2623	In this image there is a person standing on the sand. In the background there are trees and there is a kite.	No.	Female.	Female.
2624	In this image, there is a car on the road. There are trees on either side of the road. There are buildings in the background. There is a kite in the air. There are clouds in the sky.	No.	Female.	Female.
2625	A young boy is playing a bat and ball game in a grassy area.	No.	Male.	Male.
2626	A person is playing tennis on a tennis court.	Yes.	Female.	Male.
2627	In this image there is a man and a woman standing and holding glasses in their hands. In the background there are people holding glasses in their hands.	No.	Male.	Male.
2628	In this image, there is a woman standing on a tennis court. She is holding a tennis racket in her hands. In the background, there are people sitting on chairs.	Yes.	Female.	Female.
2629	A woman is playing tennis and is wearing a blue outfit.	Yes.	Female.	Female.
2630	In the foreground of this image, there is a silver cellphone on a white surface, behind it, there are two boxes, one of which is green in color and the other is white in color.	Yes.	Female.	Female.
2631	In the image there are two teddy bears and a bag sitting on a wooden surface.	No.	Female.	Female.
2632	A man is standing in a store, with a dress to his right and a patterned dress to his left.	Yes.	Male.	Male.
2633	In this image we can see a jar filled with water. On the right side of the image we can see a toy of a monkey, a toy of a lion, a toy of a doll and a toy of a flower. In the background of	No.	Female.	Female.
2634	In this image we can see a man sitting on a chair and holding a mobile phone. In the background we can see a group of people sitting on the chairs.	Yes.	Male.	Male.
2635	A woman is taking a selfie in the middle of a road. There are people walking on the left side.	No.	Female.	Female.
2636	In this image there is a person standing on the sand. Behind the person there is a person in a blue jacket and white shorts. In the background there is water and there are hills.	No.	Female.	Female.
2637	In this image we can see many electronic devices connected to the wires.	Yes.	Female.	Female.
2638	A woman is taking a picture of a computer screen with her phone.	No.	Female.	Female.
2639	A woman is holding a glass of beer in her hand. In the background, there is a street light and a crowd of people.	Yes.	Female.	Female.
2640	An old wooden clock with roman numerals is in the corner of a room.	No.	Female.	Female.
2641	In this image we can see a man standing and holding a camera. In front of him there is a machine. In the background there is a banner.	Yes.	Male.	Male.
2642	In the image there is a pair of scissors on a wooden surface, in front of a black and white picture on the wall.	No.	Female.	Female.
2643	Scissors on top of a pile of festive decorations.	No.	Female.	Female.
2644	A boy is sitting on a wooden chair in front of a teddy bear. Behind him, there is a table with various items on it.	Yes.	Male.	Male.
2645	Two men are sitting on benches in a park. They are both reading.	No.	Male.	Male.
2646	A baby sits in a high chair with a messy plate in front of him. The baby has a bashful smile on his face.	Yes.	Female.	Female.
2647	A man is holding a banana and eating it.	Yes.	Male.	Male.
2648	In this image there is a counter, on the counter there are bottles, boxes, a bottle opener, a bottle, a box, a box, a bottle, a box, a bottle, a box, a box, a bottle, a	No.	Female.	Female.
2649	A young girl in a pink top is standing in front of an appliance in a fancy kitchen.	Yes.	Female.	Female.
2650	In this image there is a kitchen. In the kitchen there is a microwave, a sink, a stove, a counter, a cupboard, a refrigerator, a stove top, a sink, a countertop, a sink, a sink, a	No.	Female.	Female.
2651	A bathroom has a toilet, a sink, a grab bar, and a toilet paper roll.	No.	Female.	Male.
2652	In this image there is a door, on the right side there is a toilet, on the left side there is a wall.	No.	Female.	Female.
2653	In the image there is a bathroom with a sink and a toilet.	No.	Female.	Female.
2654	A person is holding a dog's leash. In the background, there is a train. On the train, there are some objects. At the top, there is a pole with some wires.	Yes.	Female.	Female.
2655	In this image we can see a vehicle, a steering, a seat, a board with numbers, a group of people, a vehicle, a tree, a grass, a vehicle, a vehicle, a vehicle, a vehicle, a vehicle, a	No.	Male.	Male.
2656	In this image we can see a desk with a keyboard, mouse, a mouse pad, a cup, a plate, a ball, some papers, a mouse, a plant, a monitor, a keyboard, a mouse, a cup, a pen	No.	Female.	Female.
2657	In this image we can see a few buildings, trees, poles, traffic signals, vehicles, boards, street lights, a person, a vehicle, a building, a hoarding, a gas station, a car, a bus, a person, a	No.	Female.	Male.
2658	In this image there is a pole with a cable and a street light attached to it. In the background there is a building with many windows and a sky.	Yes.	Male.	Male.
2659	In this image we can see a poster with some text and images on it.	No.	Female.	Female.
2660	In the center of the image there are two buses. At the bottom of the image there is a road. At the top of the image there are clouds in the sky.	No.	Male.	Male.
2661	In the image there are four animals standing on the ground, in the background there is a fence and a bench.	No.	Female.	Female.
2662	In this image we can see a fire hydrant, grass, trees, a building, a road, a sky and the clouds.	No.	Female.	Female.
2663	In this image we can see a fire hydrant. In the background of the image there are vehicles and buildings.	No.	NO.	Female.
2664	In this image we can see a person wearing a jacket is walking on the road. In the background there is a bus, sign boards, trees, a pole and a wall.	NO.	Female.	Female.
2665	In this image we can see a bed with pillows and blankets. There are two windows. There are birds on the wall. There are trees in the background.	No.	Female.	Female.
2666	A red train is on a track, and it says S00 in white on the front of the train.	No.	Female.	Female.
2667	In the foreground of this image, there is a pole with a signboard. On the signboard, there is text. In the background, there are wires, poles, a house, and the sky.	NO.	Female.	Female.
2668	In this image we can see a street light and a sign board with the text. In the background we can see a tree, buildings, sky and the ground.	No.	No one is present in the image.	No one is present in the image.
2669	In this image we can see a train on the road, there are some people standing on the road, there are some buildings, there are some boards with text, there are some flags, there are some lights, there is a board with text,	No.	Female.	Female.
2670	In this image there are people standing and there are birds.	No.	Female.	Female.
2671	A train is on a track, with text on the side of the train.	No.	Female.	Implied.
2672	A blue sign for Euclid is next to a sign for Washington Ave.	No.	Female.	Male.
2673	In this image we can see a train on the track. There is snow on the platform.	No.	Female.	Female.
2674	In the image there is a yellow truck parked in a parking lot. In the background there are cars parked on the grass and there is a building and a tree.	No.	Female.	Female.
2675	A cat is holding onto a blue suitcase with its left paw.	No.	Female.	Female.
2676	In this image we can see a cat sleeping on a pair of shoes. In the background of the image there is a wall.	No.	Female.	Female.
2677	In the foreground of the picture there are cows and dogs on the sand. In the background there is water and the sky.	No.	Female.	Female.
2678	In this image we can see a cat sitting on the bed. There are some objects on the table. There is a pillow and a phone on the table. There is a box on the table. There is a socket on the table.	No.	Female.	Female.
2679	A black cat is playing with a cup of beer in a drawer.	No.	Male.	Male.
2680	In this image we can see a cat drinking from a cup. In the background we can see a wall, a pillow, a keyboard, a laptop, a cup, a tissue paper, a bag and a few other objects.	No.	Female.	Female.
2681	In this image we can see a cat drinking from a green color cup. In the background we can see a person's hand holding a cup.	Yes.	Female.	Female.
2682	A man is wearing a tie and smiling. He is holding an umbrella. There are people standing and a tree in the background.	Yes.	Male.	Male.
2683	In this image there are a group of people standing and a man is standing and holding a gun. In the background there are banners and a board.	Yes.	Male.	Male.
2684	In this image we can see a group of people standing on the ground. In the background we can see a group of people, a banner, a table, a wall, a roof, a few objects and a few trees.	No.	Male.	Male.
2685	In this image I can see a tower and many people are walking on the road. In the background I can see few buildings, few boards, few poles, few trees, few vehicles, few people, few boards, few poles, few buildings and	No.	Female.	Female.
2686	In this image there is a man and a woman sitting on a chair. In front of them there is a table. On the table there is a cup and a plate. In the background there is a fence, a house, a tree and the	No.	Female.	Female.
2687	In this image we can see elephants, some logs, stones, trees, and a cave.	No.	Female.	Female.
2688	In this image we can see a laptop on the floor, beside the laptop there are two suitcases. On the right side of the image there is a wooden dresser. On the dresser there are two pillows. On the top of the dress	No.	Male.	Male.
2689	A dog is lying on the floor in front of a blue couch. In the background, there is a yellow and orange fire-engined fireplace with a flame, a flower, a chair, a table, a potted plant, a cup,	No.	Female.	Female.
2690	In this image there is a person standing and holding an umbrella. In the background there is a road, there are buildings, there are stores, there are people walking on the footpath, there are boards, there are poles, there are boards,	Yes.	Female.	Female.
2691	Woman sitting on a box and saying buy art today.	No.	Female.	Female.
2692	An empty suitcase is on the floor.	No.	Female.	Female.
2693	In this image we can see a person wearing white t-shirt and blue jeans is walking on the ground. Here we can see a dog standing on the ground. In the background we can see a fence, plants, grass, and the ground.	No.	Female.	Male.
2694	In this image we can see a crowd.	No.	Female.	Female.
2695	In the foreground of the image there is a cup with coffee on it. On the right side of the image there is a dog looking up.	No.	Female.	Female.
2696	In this image we can see a dog lying on the floor. In the background of the image there is a stool and a chair.	No.	Female.	Female.
2697	A man in a brown shirt is jumping in the air with a frisbee in his right hand. He is wearing sunglasses. There are people in the background, some of them are swimming in the ocean. The sky is cloudy.	NO.	Male.	Male.
2698	A dog is lying down on a bed. In the background, there is a dresser with drawers and a curtain.	No.	Female.	Female.
2699	A man is sitting at a table by himself at a restaurant outside. He has a dog on top of his lap. There is a table in front of him with a laptop and a chair. In the background, there is a white wall and a	No.	Male.	Male.
2700	A man in a yellow shirt with the word "Ducks" on it is diving for a frisbee. In the background, another man is walking.	No.	Male.	Male.
2701	In the foreground of the picture there is a horse. In the background there is a wooden fence, a pole and the sky.	No.	Female.	Female.
2702	In the image we can see there are people walking on the road and there are vehicles on the road. There are buildings, poles, boards, street lights, street lights, trees, street lights, street lights, street lights, street lights, street	No.	Female.	Male.
2703	In the image there are five zebras standing in a grassy field.	No, there is no person in this image.	Female.	Female.
2704	In this image there is a horse standing on the ground. In the background there are trees and there is a wooden fence.	No.	Female.	Female.
2705	In this image we can see two horses are standing on the ground. There are two persons in the image. There is a wall in the image. There is a water fountain in the image. There is a light in the image.	Yes.	Female.	Male.
2706	In this image there is a horse cart on the road. There are two people sitting in the horse cart. There are two buses on the road. There are trees and buildings in the background. There are wires and poles in the background. There is	No.	Female.	Female.
2707	In this image there are many people skiing. At the bottom there is snow. In the background there are trees, mountains and the sky.	Yes.	Female.	Female.
2708	A baseball game is going on between the Giants and the Steelers.	No.	Female.	Male.
2709	A baseball player is pitching a ball in mid-motion. He is wearing a white and orange jersey with the word "Dackets" written across the chest. He is wearing a baseball glove on his left hand.	Yes.	Male.	TEAM.
2710	In the image we can see a person standing and holding a ball in his hand. He is wearing a cap. He is wearing a green t-shirt and white pants. He is also wearing a cap. He is holding a ball in his hand	Yes.	Male.	Male.
2711	In this image, there are people playing hockey on a rink.	Yes.	Female.	Male.
2712	In this image there is a man standing in the middle of the image. There are many bananas in the image. There is a wooden object in the middle of the image. There is a microwave in the middle of the image. There are many fruits	No.	Male.	Male.
2713	A baseball game is underway, with a player about to swing at a ball. There are spectators in the background, and a banner advertises A-T-EX Fun Center.	Yes.	Male.	Male.
2714	A baseball player is throwing a ball.	No.	Male.	Male.
2715	In this image there are bananas.	No.	Female.	Female.
2716	In this image we can see two people are riding the skateboards on the road. In the background we can see the trees, buildings, hills and the sky.	Yes.	Female.	Female.
2717	In the image there is a bowl of food which appears to be a rice and broccoli salad.	No.	Female.	Female.
2718	In this image there is a black plate on the table. On the plate there are carrots, broccoli, carrots and celery. In the background there are plates and there are other objects.	No.	Female.	Female.
2719	A snowboarder is snowboarding up a steep snow-covered hill. The sky is cloudy.	Yes.	Male.	Male.
2720	Food and drink on a table, some are in bowls, some are in cups.	Yes.	Female.	Female.
2721	In this image we can see a laptop on a table, on the table there are two chairs, cups, saucers, and a light.	No.	Female.	Female.
2722	A piece of food is cut into fourths on a white plate.	No.	Female.	Female.
2723	In this image we can see a person standing and holding a piece of food in her hands. In the background of the image there is a stove, a kettle, a bowl, a plate, a spoon, a cup, a bottle, a microwave	Yes.	Female.	Male.
2724	A man is holding a sandwich in his hand. In the background, there is another person sitting.	Yes.	Male.	Male.
2725	A sandwich is on a white plate, with a fork on the right side of the plate.	No.	Female.	Female.
2726	A woman is sitting at a table with a hot dog on it.	Yes.	Female.	Female.
2727	In this image there are food items on a plate. In the background there is a person sitting.	No.	Female.	Female.
2728	This image shows a piece of waffle on a plate. The waffle is topped with a stick that is held in the hand. In the background, there are other food items on the table.	No.	Female.	Female.
2729	In this image we can see a person cutting a sandwich with a knife. In the background we can see a table, glasses, a bottle, a cup and a person's hand.	No.	Female.	Male.
2730	In this image we can see food items on plates, knife, knife, knife, knife, glass, plant, bowl, knife, plate, table, objects on the table.	No.	Female.	Female.
2731	A man is preparing food in a kitchen. He is holding a bowl and a spoon. On the counter, there are bowls, containers, and other food items.	No.	Male.	Male.
2732	A man is sitting at a table and smiling. On the table there is a wine bottle, a wine glass, a fork, a plate and a bowl. In the background there is a wall with a photo frame on it.	Yes.	Male.	Male.
2733	In the image there is a woman standing and holding a surfboard on her feet. Beside her there is a man standing on a surfboard.	No.	Female.	Female.
2734	In this image we can see a few people sitting on a chair. In the background we can see a bus, a stadium, a building, a sky, a few trees, a board and a few other objects.	Yes.	Female.	Female.
2735	A bedroom with a bed covered with a white blanket. In the background, there is a window with a blind.	No.	Female.	Female.
2736	A woman lays on a bed under a window.	No.	Female.	Female.
2737	Two women are on a porch preparing a dish. In the background, there is a house with several windows and a deck.	No.	Female.	Female.
2738	In this image there is a bed with pillows on it. There is a telephone on the table. There is a lamp on the table. There is a wall in the background.	No.	Male.	Male.
2739	In the center of the image we can see a box. In the background of the image we can see a globe, a box, a box, a box, a box, a box, a box, a box, a box, a box	No.	Female.	Female.
2740	In this image there is a man and a woman who are sleeping on a bed. The bed is covered with a blanket. In the background there is a wall. On the wall there is a pillow.	No.	Male.	Male.
2741	Pizza on a cutting board with glasses and other food items on a table.	No.	Female.	Female.
2742	In this image there is a table on which there is a remote, a cup, a remote, a switch board, a remote, a remote and a television.	No.	Female.	Female.
2743	A young boy is playing tennis, holding a tennis racket in his right hand.	No.	Male.	Male.
2744	A small boy is lying on a couch with a patchwork pillow behind him.	No.	Male.	Male.
2745	Two images of the same living room are compared.	No.	Female.	Female.
2746	In this image there is a wooden table on the right side of the image and there is a wooden box on the left side of the image. There is a wooden table on the left side of the image and there is a wooden box on the left	No.	Female.	Female.
2747	In this image there is a person holding a mobile phone in their hand. In the background there is a wall.	No.	Male.	Male.
2748	A child stands on a grassy area in front of a street with cars and a building.	No.	Female.	Male.
2749	In this image there is a table on which there are glasses, bottles and other objects. In the background there is a building and there is a pole.	No.	Female.	Female.
2750	In the image there is a kite being flown in the air, above the ocean, and a couple of people standing on the beach.	No.	Male.	Male.
2751	In this image there are people standing and a person is standing and holding a bat. In the background there are people sitting and there are vehicles.	Yes.	Male.	Male.
2752	A baseball player is walking across the field, wearing a jersey with the number 8 on it.	Yes.	Male.	Male.
2753	In this image there are two persons standing and cutting pizza. In the background there is a door and a window. There is a table on which there are plates, knives, pizza and other objects.	No.	Male.	Male.
2754	A boy is eating a piece of pizza. He is wearing a grey t-shirt with the words ROBOODOG on it. In the background, there is a sink and a stove.	No.	Male.	Male.
2755	In this image there are people sitting around the table. On the table there is a plate with food. On the left side there is a person holding a bottle. On the right side there is a person holding a plate with food. In the background	Yes.	Male.	Male.
2756	Three children are sitting at a table in front of a book shelf.	Yes.	Female.	Female.
2757	A child is sitting on the stairs. He is wearing a red jacket and blue jeans. A tennis racket is in his hand.	Yes.	Male.	Male.
2758	In this image there are a few people sitting in front of a table. On the table there are laptops. Behind them there are a few more people sitting in front of the table.	Yes.	Female.	Female.
2759	A man is standing and holding a phone in his hand. He is in front of a wall with arches.	Yes.	Male.	Male.
2760	In this image we can see a flower vase on the wall.	NO.	Female.	Female.
2761	In this image there is a table which is covered with a red and white checkered tablecloth. On the table there are plates, forks, spoons, knives, cups, bowls, and some other objects. On the left side of the image	No.	Female.	Male.
2762	This image shows a group of people seated in a plane, possibly a commercial flight, with their backs to the camera. The seats are arranged in rows, with the people seated in a row facing the camera. The people are dressed in casual clothing,	Yes.	Male.	Male.
2763	In this image we can see a truck, a person, a car, a light pole, traffic signals, trees, a board, a board with text, a board with a logo, a board with a picture, a board with a logo,	No.	Female.	Male.
2764	In this image we can see a boy standing on the floor. In front of him there are two bowls. On the left side there is a table. On the table there are two bowls. On the right side there are two jars. In the	No.	Female.	Female.
2765	A car has flipped upside down and is facing the right side of the image.	No.	Female.	Female.
2766	In this image we can see a bus, a bicycle, a car, a light, some clothes, some objects, a pole, some objects on the ground, some objects on the ground, some objects on the ground, some objects on the ground	No.	Female.	Female.
2767	A woman is sitting in a kitchen with a golden retriever dog. The woman is smiling at the dog.	No.	Female.	Female.
2768	In this image there is a table with a wine glass on it. There are chairs. There is a table. There is a clock on the wall. There is a clock on the wall. There is a clock on the wall. There is a	No.	Female.	Female.
2769	This picture shows a kitchen and a living room in this kitchen there is a table and four chairs and there is a microwave and a refrigerator and there is a sofa and there are some things on the counter and there is a microwave and there is a	Yes.	Male.	Male.
2770	In this image there is a car on the road, a dog on the road, a person standing on the road, trees, grass and a person standing on the road.	No.	Male.	Male.
2771	In this image there are two people standing on the sand. There are people lying on the sand. There are people sitting on the sand. There are trees and hills in the background. There is a surfboard on the sand. There is a cloudy	No.	Male.	Male.
2772	In the image we can see a wooden cabinet with glass doors and shelves. On the shelves there are books and other objects. In the background there is a window and a sink.	No.	Female.	Female.
2773	A kitchen has a countertop with a box on it and a VIA Rail.	No, there is no person in this image.	Female.	Female.
2774	In this image there are two persons sitting on a bench. There are two bicycles. There are trees. There are poles. There are benches.	Yes.	Male.	Female.
2775	In the image we can see there is a cat laying in a white sink. In the background there is grass and there is a road.	No.	Female.	Female.
2776	A small cat is on the wheels of a black car.	No.	Female.	Female.
2777	In this image there is a glass bowl on a white surface. In the bowl there are some lemons.	No.	Female.	Female.
2778	In this image we can see a person sitting on a bike and holding a camera. In the background we can see a car, grass, trees, buildings, and the sky.	Yes.	Female.	Female.
