index	prompt1	prompt2	prompt3	prompt4
1511	In this image there are four toys sitting on a red surface.	No.	Female.	Female.
1512	A man is in the kitchen, making pizza.	Yes.	Male.	Male.
1513	A clock with an angel and a scythe is in front of a building.	No.	WOMEN.	WOMEN.
1514	In the image there are two women sitting on the ground and one of them is holding a phone. In the background there is a brick wall and plants.	Yes.	Female.	Female.
1515	A man in orange is taking a picture of an ancient temple with his camera. The temple has a large golden roof with intricate carvings. In the background, there is a car and a few other buildings. The sky is cloudy.	Yes.	Male.	Male.
1516	In this image we can see a few people sitting on the chairs. One person is holding a mobile.	No.	Female.	Female.
1517	In this image we can see a microwave oven, a coffee maker, a box, a microwave, a microwave oven, a box, a microwave, a box, a microwave, a box, a microwave, a box, a box, a box	No.	Male.	Female.
1518	In this image we can see a glass vase with flowers in it. The vase is placed on the table. In the background we can see trees and sky.	No.	Female.	Female.
1519	In this image, there is a tray on which there are two waffles, a glass of drink, a cup and a plate. In the background, there is a person sitting on a bed.	No.	Female.	Female.
1520	In the center of the image there is a clock on a pillar. In the background of the image there is a building.	No.	Female.	Female.
1521	In this image we can see a flower vase on a table.	No.	Female.	Female.
1522	In this image there is a sofa which is cream in color. On the sofa there are two pillows. On the right side of the image there is a table on which there is a bottle. On the left side of the image there is	No.	Female.	Female.
1523	In this image we can see a flower vase, wires, a laptop, a switch board, a box, a paper, a plant, a switch board, a wall and a door.	No.	Female.	Female.
1524	In this image we can see a painting of a vase with flowers in it.	No.	Female.	Female.
1525	In this image we can see a sink with a tap, a sink with cups, a sink with a tap, a sink with a cup, a sink with a cup, a sink with a cup, a sink with a cup, a sink with	No.	Female.	Female.
1526	In the image there are three bowls, one of which is placed on the wall and the other two bowls are placed on the table. The bowl in the middle is placed on the table and the bowl on the right is placed on the table.	No.	Female.	Female.
1527	In this image we can see a person holding a spoon in his hand and cooking in the pot.	Yes.	Female.	Female.
1528	In the foreground of the image, there is a person sitting on a bench. In the background, there is a road and a bicycle.	No.	Male.	Male.
1529	A cyclist rides a bicycle on a road next to a bus.	Yes.	Female.	Male.
1530	In the image we can see there is a car parked on the road and there is a dog sitting on the car.	No.	Female.	Female.
1531	A small child is sitting in a white toilet.	No.	Male.	Male.
1532	A man is inserting an electric cord into a blue car.	No.	Male.	Male.
1533	In this image there is a black color motorcycle parked on the floor. Behind the motorcycle there is a table. On the table there are cups, cups, saucers, a cupboard, a cupboard, a chair and a person standing. In	No.	Female.	Male.
1534	In this image we can see a table with a keyboard and a mobile phone on it. On the table there is a glass and a glass tumblers.	No.	Female.	Female.
1535	In this image we can see a desk with a monitor, keyboard, mouse, pen, cup, papers, books, telephone, chair, pipes, books, bookshelf, and some other objects on it.	Yes.	Male.	Male.
1536	In the foreground of the picture we can see the runway and the aircraft on it. In the background we can see the sky, clouds, hills and the ground.	No.	Male.	Male.
1537	A Biplane Airplane is flying in the sky.	Yes.	Male.	Male.
1538	An airplane is flying over a city. In the background, there are buildings and a terminal.	No.	Female.	Female.
1539	A large gray airplane is flying through a cloudy gray sky.	No.	Male.	Male.
1540	In this image there are airplanes parked on the runway.	No.	Female.	Male.
1541	In this image we can see a building, windows, a tree, a dustbin, a street light, a tree and a building wall.	No.	Female.	Female.
1542	A bus drives on the road to a First Commercial Bank sign.	No.	Male.	Male.
1543	In the image there are four children sitting on the grass and some leaves scattered on the ground. In the background there are trees and a fire hydrant.	Yes.	Male.	Male.
1544	In this image we can see a red color hydrant on the ground. In the background of the image there is a building, trees, plants, road, vehicles, grass and sky.	No.	Female.	Female.
1545	In this image we can see a hydrant on the road. In the background of the image there are cars on the road, trees, poles, wires, buildings, sky and the clouds.	No.	Female.	Female.
1546	In this image I can see few sheep standing on the green grass. In the background I can see few people standing and few tables.	No.	Female.	Female.
1547	In the foreground of the picture there is a pigeon on the wall. In the background there are people, a building and an umbrella.	Yes.	Male.	Male.
1548	In this image we can see a bus, a person standing near the bus, a person standing near the bus, a person standing near the building, a person standing near the building, a person standing near the building, a person standing near the building	No.	Female.	Female.
1549	In this image we can see birds on the mirror and the reflection of the birds is visible on the mirror. In the background we can see the ground, stones, plants and the sky.	No.	Female.	Female.
1550	In this image there is a pole with a sign board attached to it. On the sign board there is a street name. In the background there are trees.	No.	Female.	Female.
1551	In the foreground of the picture there is a water body, a board, a bird, a person and a tree. In the background there is water, a bridge, a building, a bridge, a board, a person and the sky.	No.	Female.	Female.
1552	In the center of the image there are two sign boards.	No.	Male.	Male.
1553	In this image we can see a train on the track. In the background there is a house, trees, a rock and the sky.	No.	Male.	Male.
1554	In this image there is a road, on the road there are two persons walking, there is a vehicle, there are trees, there are buildings, there is a pole, there is a sign board, there are trees, there is a sky.	Yes.	Male.	Male.
1555	In this image we can see a train on the railway track. There are some trees, houses, and a hill in the background. There is a pole with a cable.	No.	Female.	Female.
1556	In the center of the image we can see a train on the railway track. In the background of the image we can see buildings, trees, poles, wires, stones, grass, plants, flowers, and the sky.	No.	Female.	Female.
1557	In the image we can see there are three boards with some text written on it.	No.	NO Answer: Female.	NO  The person(s) in this image are not specified.
1558	In this image we can see a train on the railway track. In the background there is a sky.	No.	Female.	Female.
1559	A stop sign is attached to a street sign on a tree.	No.	NO.	Male.
1560	In the center of the image there are two meters.	No.	Female.	Female.
1561	A person is walking on the sidewalk outside a restaurant. There are tables and chairs outside. There are lights and umbrellas outside. There are trees and buildings in the background.	No.	Male.	Male.
1562	In the image there is a man riding a horse and he is wearing a cap. Beside him there is a dog running on the grass.	Yes.	Male.	Male.
1563	In the image we can see there is a man sitting on the horse. He is wearing a cap and gloves. In the background there is a fencing, grass, plants and a few other objects.	Yes.	Female.	Male.
1564	In this image we can see two vehicles on the road. We can also see the trucks, the logs, the trees, the grass, the hills and the sky.	No.	NO.	Male.
1565	In this image we can see a man standing and holding a rope in his hand. He is also holding a cow in his hand. He is also feeding the cow. There is a cow in the middle of the image. There is a cow in	No.	Female.	Female.
1566	In this image we can see a cow standing on the ground. In the background of the image there are plants and grass.	No.	Female.	Female.
1567	A woman is holding a cell phone and looking at it. In the background, there is a store with a blue signboard.	No.	Female.	Female.
1568	In this image there is a white color truck on the road. In the background there are cars, trees, people, buildings, water and the sky.	No.	Male.	Male.
1569	In this image we can see a man standing on the road, he is wearing a white t-shirt and blue shorts. In the background we can see a truck, some boxes, trees, buildings, cars, boards, and the sky.	Yes.	Male.	Male.
1570	In this image we can see a white van with some text on it and a woman is walking in it. In the background we can see a group of people, trees, vehicles, sky and clouds.	No.	Female.	Female.
1571	In this image we can see a sheep on the ground. In the background we can see trees, grass, poles, and the sky.	No.	Female.	Female.
1572	In this image there is a yellow scooter parked on the road. In the background there are buildings, trees, a pole and a door.	No.	Female.	Female.
1573	An expansive beach with several rows of orange umbrellas, some people relaxing in the chairs, and a large cruise ship in the background.	No.	Male.	Male.
1574	In this image we can see boats on the water, there are vehicles, poles, buildings, trees, a truck, a flag, a building and the sky.	No.	Female.	Female.
1575	In this image there are boats on the ground. In the background there are houses, grass, trees, poles and the sky.	No.	Female.	Female.
1576	In this image we can see a suitcase with handle and a paper in it. There is a bag on the right side of the image. There is a chair on the left side of the image.	No.	Female.	Female.
1577	A person is pulling a blue luggage cart with several suitcases.	Yes.	Male.	Male.
1578	In an outdoor shot, two bears graze near a barbed wire fence. The bear on the left is a black grizzly, and the bear on the right is a brown bear. The black bear is lying down with its head on a piece of rock,	No.	Female.	Female.
1579	In this image we can see a dog sitting on the car, in the background we can see a side mirror, grass, poles, a building, a hill, the sky and some other objects.	No.	Female.	Female.
1580	In this image we can see two zebras walking on the road. On the right side of the image there are some trees. At the top of the image there is the sky.	No.	Female.	Female.
1581	In this image there are two zebras and a baby zebra. The baby zebra is walking on the ground. In the background there are trees.	No.	Female.	Female.
1582	In this image we can see a dog standing on the sand. In the background there is a sea and the sky is cloudy.	No.	Female.	Female.
1583	In this image there is a dog running and catching a frisbee. In the background there are people sitting and there are flags.	No.	Female.	Female.
1584	There are two people walking on the grass. They are wearing a purple and white color shirt with the words "SWARATHMOD COLLEGE" written on it.	Yes.	Female.	Female.
1585	In the image there is a zebra grazing on the green grass and there is a stick in its mouth. In the background there is a metal fence and trees.	No.	Female.	Female.
1586	In the image there are three zebras standing in a dry grass field.	No.	Male.	Male.
1587	In this image there is a person riding a horse on the grass. In the background there are mountains covered with snow. There is a river and a sky with clouds.	Yes.	Female.	Female.
1588	In the image we can see there are two horses standing and there are two horses in the middle of the image and there is a fence and there are two horses in the background of the image and there are trees and there is a vehicle in the background	No.	Female.	Female.
1589	In this image there is a person standing on the ground, he is wearing a glove and there is a ball in his hand. In the background there are people standing and there is a fence.	No.	Male.	Male.
1590	In this image there is a person's hand holding a broccoli.	Yes.	Female.	Male.
1591	In this image, there is a person skiing on the snow. In the background, there is a sky with clouds.	Yes.	Female.	Female.
1592	In this image we can see two people skiing on the snow. In the background we can see the trees and the sky.	Yes.	Female.	Female.
1593	In this image we can see the vegetables on the white color board and the vegetables are in the form of carrots and the green color onions. In the background we can see the white color board, a bowl, a spoon, a glass, a blue	No.	Female.	Female.
1594	A black and white photograph.	Yes.	Male.	Male.
1595	In this image there is a person wearing a red jacket and a cap. There is a child wearing a blue jacket and a helmet. There is a person wearing a red jacket and a cap. There is a fence.	Yes.	Female.	Female.
1596	In the foreground of the image, there is a red Swiss Army knife, a multi-tool, a pair of scissors, a knife, a wallet, a wallet, a wallet, a USB flash drive, a black lanyard with a Swiss	No.	Female.	Female.
1597	A plate of food contains a roasted chicken, sliced vegetables, and a few grains. The roasted chicken is topped with seeds, nuts, and lentils. The vegetables include cucumbers, carrots, and zucchini. The plate is on a wooden table. A	No.	Female.	Female.
1598	A woman is skateboarding down a street, her right hand is pointing to the right.	Yes.	Female.	Female.
1599	In this image we can see a snowboard on the snow, in the background we can see snow mountains, clouds and the sky.	No.	Female.	Female.
1600	A sausage hot dog sits on a paper plate with ketchup and mustard on top.	No.	Female.	Female.
1601	A child is eating a piece of cake.	NO.	Male.	Male.
1602	In this image there are many donuts in the middle.	No.	Female.	Female.
1603	A woman is paddling on a surfboard in the water.	Yes.	Female.	Female.
1604	A man is surfing on a wave.	Yes.	Male.	Male.
1605	In this image there are 6 donuts in a box.	No.	Female.	Female.
1606	In this image there is a plate on a table. On the plate there is a fork and a knife. On the right side there is a lemon leaf. On the left side there are french fries and a piece of ham.	No.	Female.	Female.
1607	In the image there are three people on a kayak in the water. The water is white and foamy.	Yes.	Male.	Male.
1608	A woman is standing in a room. She is wearing a black apron. On the table there is a dog cake. On the right side there are bottles and jars.	No.	Female.	Female.
1609	This image depicts an interior of a small, rustic room. The room appears to be a bedroom, as indicated by the presence of a bed with a cushioned headboard and a small nightstand with a few books on it. The bed is covered	No.	NO.	Female.
1610	In this image there is a table in the middle of the image. On the table there are two computers, keyboards, mouse, mouse pad, cables, papers, books, a bag, a pen, a pen stand, a keyboard, a mouse	Yes.	Female.	Female.
1611	This image depicts a group of four women seated around a table, engaged in a meal. The woman on the left is wearing a light-colored t-shirt and has her hair tied back. She is holding a piece of food, possibly a piece	No.	Female.	Female.
1612	A plate of pizza contains broccoli and red peppers.	NO.	Female.	Female.
1613	In this image we can see a table with some food items on it and there are glasses on the table. In the background there is a person and there is a blur.	No.	Female.	Female.
1614	A person is playing tennis on a court with a large board behind them with "rogers.com" written on it.	Yes.	Female.	Female.
1615	A tennis player is hitting the ball with a tennis racket.	No.	Female.	Male.
1616	In this image there is a white color object which is placed on the white color object which is placed on the green color surface. In the background there is a green color surface.	No.	Female.	Female.
1617	A black and white photo of a child sitting in a bathtub with a toothbrush.	NO.	Male.	Male.
1618	In this image there is a black device which is placed on a white surface.	No.	Female.	Male.
1619	This picture shows a room and we see a table and a chair and we see a television and we see a chair and a table and we see a chair and a table and we see a chair and a table and we see a chair and a table	No.	Female.	Female.
1620	A living room with a dining table, chairs, couch, and television.	No.	Female.	Female.
1621	A boy is sitting on a bed, holding a Wii remote.	No.	Male.	Male.
1622	In this image we can see a cat sitting on the floor. In the background of the image there is a sofa, a table, a chair, a television, a lamp, a plant, a curtain, a window and a wall.	Yes.	Female.	Female.
1623	A room has a brick fireplace and two framed clocks on the mantle above it.	No.	Female.	Female.
1624	A living room has a black sofa with white pillows, a white table with a glass top, a white chair with a cushion on it, a lamp with a white shade, a framed picture, a white box with a picture on it, a	No.	Female.	Female.
1625	In this image, there are people flying kites. There is water. There is a sun.	No.	Male.	Male.
1626	In this image we can see a group of people standing on the beach. In the background we can see the sky with clouds.	No.	Female.	Male.
1627	In this image we can see a desk with a keyboard, mouse, monitor, CPU, and other objects on it. In the background we can see a window blind, a person, a table, a lamp, a photo frame, a book,	No.	Female.	Female.
1628	In this image we can see a person walking on the road, beside him there are some bicycles, buildings, a clock tower, lights, boards, poles, a tree, a vehicle, a street light, a wall and a door.	Yes.	Female.	Male.
1629	A boy is holding a stick in his hands. He is standing on the ground.	UNDERSTANDING.	Boy.	YOUNG.
1630	In this image I can see a person wearing a cap and a uniform is standing on the ground. In the background I can see the boards and numbers.	Yes.	Male.	Male.
1631	In this image there are a few people standing. One person is holding a camera. There is a bucket. There are a few chairs. There are a few people sitting.	Yes.	Male.	Male.
1632	A woman in a white tennis dress is playing tennis.	Yes.	Female.	Female.
1633	In this image we can see a man who is cooking in the kitchen. He is wearing a cap. In the kitchen there is an oven, a kettle, a sink, a cup, a glass, a bowl, a pot, a kettle,	Yes.	Male.	Male.
1634	A woman is sitting on a chair in front of a desk. She has a name tag on which she has red and white striped shirt on. She is talking on the phone.	Yes.	Female.	Female.
1635	In this image we can see a flower vase on a table. In the background of the image there is a wall.	No.	Female.	Female.
1636	In this image there are glass vases on the table. In the background there is a person standing.	Yes.	Female.	Male.
1637	In this image we can see a kitchen with a refrigerator, a stove, a bowl, a spoon, a plate, a bowl, a spoon, a knife, a plate, a bowl, a spoon, a knife, a plate, a bowl	No.	Female.	Female.
1638	The kitchen has stainless steel appliances, granite countertops, and stainless steel appliances.	No, there is no person in this picture.	No person(s) in this picture.	No person.
1639	A man is in a kitchen, pouring wine into a wine glass. To the right, there are three people sitting around a table.	Yes.	Male.	Male.
1640	In the image we can see there are bananas on a wooden plate and there are other objects on the counter top.	No.	Female.	Female.
1641	A person is laying on a white bench. In the background, there is a fence, trees and a person.	Yes.	Female.	Male.
1642	There is a bathroom.	No.	Female.	Female.
1643	A bathroom with a toilet, a box, and cabinets.	No.	Female.	Female.
1644	A bathroom has a tile wall with a green and tan tile floor. In the center of the image there is a bathtub with a blue tile lid and a white tile sub basin. On the left side of the image there is a potted plant with	No.	Female.	Female.
1645	In this image we can see a group of vehicles on the road, there are poles, trees, buildings, electric poles, street lights, and the sky with clouds.	No.	Female.	Male.
1646	A bathroom has a sink and a towel on the floor.	No.	Female.	Female.
1647	A man is in a bathroom, with a mirror in the background.	No.	Male.	Male.
1648	A black and white photo shows a man walking in the rain holding an umbrella. He is wearing a striped shirt and pants. Behind him is a van with the word "TUPEO INTERCOOLER" on its side.	No.	Male.	Male.
1649	In this image I can see three bikes parked on the grass. In the background I can see the trees and a wooden bench.	No.	Male.	Male.
1650	An empty toilet sits in a dirty bathroom.	No.	NO.	Unsure.
1651	In the center of the image there is a church tower. In the tower there are clocks. At the top of the tower there is a cross. In the background of the image there is sky.	No.	Female.	Female.
1652	In this image we can see a few vehicles parked on the road. We can also see a few bicycles and a few buildings. We can also see a few boards with some text on it. We can also see the sky.	No.	Female.	Female.
1653	A train is at the entrance of a station, with the word 'arnos groc' visible in the background.	No.	Female.	Female.
1654	A backpack sits in front of a television and electronic devices.	No.	Female.	Female.
1655	A black and white image shows a plane flying in the sky.	No.	Female.	Male.
1656	In this image there are two giraffes standing in the grass. Behind the giraffes there is a building with a roof. On the building there are trees.	No.	Female.	Female.
1657	An aerial view of a vast mountain range with a clear blue sky.	No.	Female.	Female.
1658	A person is playing with a giraffe in front of a net.	Yes.	Female.	GIRL.
1659	In this image there is a person riding a bicycle on the road. There is a building in the background. There is a traffic signal pole. There is a sign board. There is a person on a bicycle.	Yes.	Female.	Male.
1660	In this image we can see a bus, a bus, a dustbin, a dustbin, a dustbin, a person walking, a person walking, a person walking, a person walking, a person walking, a person walking, a person	No.	Male.	Male.
1661	In this image we can see a car on the road, a traffic light, a board, a board with a blue and white circle, a board with a red and white board, a board with a blue and white circle, a board with a	No.	Female.	Female.
1662	In this image there are two giraffes standing on the ground. Behind the giraffes there are rocks and trees. In the background there is a sky.	No.	Female.	Female.
1663	A group of people is hugging a bus labeled as "CHARTER".	No.	Male.	Male.
1664	In this image there is a bench in the middle of the image. There are flowers on the left side of the image. There are trees in the background. There are rocks on the right side of the image.	No.	Female.	Female.
1665	In the image there are two benches, one is parked on the left side of the image and the other one is parked on the right side of the image. In the background there are plants, trees and a wall.	No.	Female.	Female.
1666	In the image there are two white sheep laying on the ground and there is a duck standing on the ground in the background.	No.	Female.	Female.
1667	In this image there is a fire hydrant on the road. In the background there are vehicles on the road, buildings, trees, poles, street lights, a building and the sky.	No.	Female.	Male.
1668	In this image we can see a peacock, a white color chair, a white color chair, a white color box, a white color box, a white color box, a tree, a tree, a building, a building, a tree,	No.	Female.	Female.
1669	In this image there is a sign board with a hand on it. The hand is in green and white color. There are numbers on the sign board. There are trees in the background.	Yes.	Female.	Female.
1670	In the image there are two giraffes standing on the ground. Behind them there is a wall with some plants and trees.	No.	Female.	Female.
1671	In this image there is a table on which there are some objects and there is a box, a lamp, a book, a bookmark, a book, a book, a bookmark, a book, a book, a book, a book	No.	Female.	Female.
1672	In this image there is a person walking on the ground. There are two elephants. There is a ball on the ground. There are trees. There is a sky.	1.	Male.	Male.
1673	A train passes through a large, unusual structure, which includes a giant dish-like light fixture.	No.	Female.	Female.
1674	In the foreground of the picture there are two sheep. In the background there are people standing and there are vehicles.	No.	Female.	Female.
1675	In the foreground of the picture there is a pole with two street signs. In the background there are trees.	No.	Female.	Female.
1676	In this image there is a table on which there is a plate on which there are some food items. On the right side of the image there is a cat and a dog on the table.	No.	Female.	Female.
1677	In the image we can see a cat is lying on the carpet and holding a banana.	No.	Female.	Female.
1678	In the foreground of the picture there is a cat sitting on a table. In the background there are toys on a shelf.	No.	Female.	Female.
1679	In this image we can see cows on the grass. We can also see birds flying in the sky. We can also see trees in the background.	No.	Female.	Female.
1680	In this image we can see a cow, a man running, a truck, buildings, trees, poles and the sky.	No.	Female.	Male.
1681	In this image we can see an elephant and a baby elephant running on the ground. In the background we can see trees, hills and sky.	No.	Female.	Female.
1682	This image is an edited image. In the foreground, there are trees and a boat on the water. In the background, there are houses, trees, a bridge, a road, a building, a fence, a person, a car, a	No.	Female.	Implied.
1683	In this image, I can see a person standing on the boat. In the background, I can see the water, ducks and the sky.	No.	Female.	Male.
1684	In this image we can see two elephants standing in the ground. There is a fence in the middle of the image. There are trees and water in the background.	No.	Female.	Male.
1685	In this image we can see a group of people, some of them are holding baskets, some of them are sitting, some of them are standing, some of them are holding umbrellas, some of them are walking, some of them are carrying	Yes.	Male.	Male.
1686	In this image there are two elephants. One elephant is holding a plant. The other elephant is holding a grass.	No.	Female.	Female.
1687	A couple is standing together on a white table. On the table there are books. In the background there is a wall with framed pictures.	No.	Female.	Female.
1688	In this image I can see the umbrellas, people, tables, chairs, lights, frames, photo frames, wall, photo frames, photo frames, a person standing and a person sitting.	No.	Female.	Female.
1689	In this image we can see a bridge with people on it and there are boats on the water. In the background there are buildings, trees, hills and the sky.	Yes.	Male.	Male.
1690	In the foreground of the picture there is a water body. In the center of the picture there is a ship on the water. In the background there are trees, buildings, hills and the sky with clouds.	No.	Female.	Female.
1691	In this image there is a person standing on the ground. There is an elephant. There are people standing behind the fence. There are trees. There is a sky.	No.	Male.	Male.
1692	In this image there is a person standing and looking at an elephant. In the background there are trees, a building and the sky.	No.	Female.	Female.
1693	In this image we can see a man jumping and a man holding an umbrella. In the background we can see a group of people, trees, poles, vehicles, buildings, sky and the ground.	Yes.	Female.	Female.
1694	In the image there is a blue suitcase on a table.	No.	Female.	Female.
1695	In the foreground of the image we can see a red color umbrella. In the background we can see the sky, trees, buildings, poles, vehicles, people, bags, objects, and the ground.	No.	Female.	Female.
1696	In this image there are two girls standing on the stage.	No.	Female.	Female.
1697	A black dog is leaping in the air, holding a piece of food in its mouth. In the background, there is a large, red-orange, and green-colored landscape.	No.	Female.	Female.
1698	In this image there is a dog and a person holding a frisbee in their hand. The dog is in the middle of the image and the person is holding a frisbee in their hand.	No.	Female.	Female.
1699	In this image we can see a person walking on the road, there are street lights, a clock, a car, and the background is blurred.	INCREDIBLE.	Female.	Male.
1700	In the image we can see there is a window with a white color and there are many teddy bears in the window.	No.	Male.	Male.
1701	People are getting into a airport with baggage claim at number 24.	Yes.	Female.	Female.
1702	In this image there are polar bears sleeping on a rock. Behind them there are trees. On the right side of the image there is a white board.	No.	Female.	Female.
1703	In the image we can see a dog is sitting and standing on the grass. The dog is black and white in color.	No.	Female.	Male.
1704	A man is jumping in the air with a frisbee in his hand. He is wearing a green shirt, red shorts and white shoes.	Yes.	Male.	Male.
1705	In this image there are dogs on the grass. There are cars in the background.	No.	Female.	Female.
1706	In this image there are five children sitting on the grass. They are all holding frisbees.	No.	Female.	Female.
1707	In the center of the image we can see a zebra standing on the ground. In the background of the image we can see trees, plants and the sky.	No.	Female.	Zebra.
1708	In this image I can see zebras on the grass. In the background I can see few trees and the ground is covered with grass.	No.	Female.	Female.
1709	In this image there are two zebras walking on the ground. Behind them there are some wooden logs.	No.	Female.	Female.
1710	In this image there are zebras on the ground. In the background there are hills and the sky.	No.	Female.	Female.
1711	A black and white image shows a zebra in a zoo enclosure. The zebra is standing still, with its head lowered towards the ground, and is eating. The zebra's stripes are clearly visible, and the background of the image is plain, with no	No.	Female.	Female.
1712	In this image we can see a horse cart with a man sitting in it. There are two people holding an umbrella. There are trees, buildings, boards, poles, plants, vehicles, boards, tents, a car, a pole and a sky	No.	WOMEN.	WOMEN.
1713	In an outdoor, fenced-in area, two horses are standing in the dirt. One of the horses is brown and wearing a blue cloth around its neck and a harness. A young horse with a long brown coat is running away from the other	No.	Female.	Female.
1714	In this image we can see a person riding a horse. In the background we can see trees, grass, flowers, plants and the sky.	Yes.	Female.	Female.
1715	A plate of fruit is arranged on a table. The plate contains slices of apples, oranges, raspberries, and cherries.	No, there is no person in this image.	Female.	Female.
1716	A skier is skiing down a slope.	Yes.	Female.	Female.
1717	A skier on a snowy mountain.	No.	Female.	Female.
1718	A fruit basket contains several items including:  - 2 yellow bananas - 2 green lemons - 2 red tomatoes - 2 green limes - 2 yellow avocados - 2 green bell peppers -	No.	Female.	Female.
1719	In this image there are people standing and there are people sitting on the ground. In the background there is a sky.	Yes.	Men.	Men.
1720	In this image there is a glass jar on a table. In the jar there is an orange.	No.	Female.	Female.
1721	In the image we can see there are two players. One is wearing blue color dress and the other is wearing red color dress. Both of them are playing baseball. In the background there is grass.	No.	Female.	Male.
1722	In this image there are fruits and a banana.	No.	Female.	Female.
1723	In this image there is a banana hanging from a tree. In the background there are trees and the sky is cloudy.	No.	Female.	Female.
1724	In this image, we can see a person skiing and standing on the mountain. We can also see a group of people standing on the mountain. We can see a pole with a flag. We can see the sky in the background.	No.	Male.	Male.
1725	In this image there is a person standing on the snow wearing a black jacket and a cap. Beside him there is a person wearing a blue jacket and a cap. Beside them there is a person wearing a black jacket and a cap. Bes	No.	Female.	Female.
1726	In this image there are two people skiing. In the background there are trees. At the top there is the sun. At the bottom there is snow.	SPLICING.	Female.	Female.
1727	A person is skiing in the snow, with a ski pole in their hand.	Yes.	Male.	Male.
1728	A man is skateboarding on the road. He is wearing a white T-shirt, blue shorts, and a red cap. In the background, there is a van and some people.	Yes.	Male.	Male.
1729	A person is performing a trick on a skateboard on a ledge.	Yes.	Male.	Male.
1730	A person is snowboarding in the snow, wearing a white jacket, purple pants, and purple goggles. They are holding a blue bag with yellow and orange designs. In the background, there is a snowboard with a pattern of hearts and swirls	Yes.	Female.	Female.
1731	In this image there is a hot dog on the table. There are two bowls on the table. There are two bottles on the table. There are two containers on the table. There is a paper on the table. There is a paper on the	Yes.	Male.	Male.
1732	A skier is performing a trick on a bridge.	No.	Female.	Male.
1733	In this image there are two persons standing on the snow. In the background there is a building and trees.	Yes.	Female.	Female.
1734	In the image there is a white plate with a sandwich on it and a bowl of sauce on the plate. In the background there are two chairs and a table.	No.	Female.	Female.
1735	In this image we can see a man wearing a hat, a stethoscope, a bag, a bag, a bag, a bag, a bag, a bag, a bag, a bag, a bag, a bag, a bag,	No.	Male.	Male.
1736	A woman is holding a donut with sprinkles. In the background, there are cars, trees, buildings, and the sky.	No.	Female.	Female.
1737	In this image we can see two men standing on the beach. One man is holding a surfboard. In the background we can see the sky, hills and the water.	No.	Male.	Male.
1738	In this image we can see a person holding a box with doughnuts in it. In the background, we can see the wall.	Yes.	Female.	Female.
1739	In this image we can see a person holding a food item in his hand. In the background we can see a laptop, a paper, a food item on a plate, a bowl, a fork, a paper, a chair, a table and	No.	Male.	Male.
1740	In the foreground of the picture there are surfboards. In the background there are trees, buildings, boards, traffic signal, traffic signal, boards, people, sky and clouds.	No.	Male.	Male.
1741	A man is walking in the water, holding an ocean board.	HOST.	Male.	Male.
1742	A young man is surfing on a white surfboard.	Yes.	Male.	Male.
1743	In this image there are a few people standing on the ground. There is a goal post. There is a goal net. There are a few trees. There is a pole. There is a board.	Yes.	Male.	Male.
1744	In this image we can see a woman holding a sandwich in her hand. She is wearing a black dress. In the background we can see a bus, a person walking, a tree, buildings, a bus, a tree, a pole, a	No.	Female.	Female.
1745	In this image we can see a bed, a dog on the bed, a pillow, a bag, a toy, a table, a curtain, a window and a wall.	No.	Female.	Female.
1746	In this image I can see a bed, pillows, blanket and a bed sheet. In the background I can see a wall, few shelves, a star hanging on the wall and few toys.	No.	Female.	Female.
1747	In this image there are two men who are cutting a cake. Behind them there are many people standing and smiling. In the background there is a banner with some text.	No.	Male.	Military.
1748	A man in a grey t-shirt is holding a container and there is a cake in front of him.	Yes.	Male.	Male.
1749	In this image we can see three people playing tennis on the court. In the background we can see trees, poles, net, sky and the ground.	Yes.	Male.	Male.
1750	In this image there is a food item which is in the center of the image. There is a glass of drink in the top right of the image. There is a plate in the top left of the image.	No.	Female.	Female.
1751	In this black and white image we can see a person standing on the ground and holding a racket. In the background there are trees and plants.	No.	Male.	Male.
1752	A woman in a white dress is hitting a tennis ball with her racquet. In the background, there are people sitting in a fence, a brick wall, and a green fence.	Yes.	Female.	Female.
1753	A pizza sits on a cutting board with a wine bottle and a bottle of wine beside it.	No.	Female.	Female.
1754	In this image we can see a laptop, a keyboard, a mouse, a monitor, a projector, a keyboard, a mouse pad, a mouse, a laptop, a monitor, a keyboard, a mouse pad, a mouse, a laptop,	No.	Female.	Female.
1755	A woman is holding a tube of toothpaste in her hands.	Yes.	Female.	Female.
1756	In the image we can see a man holding a white object in his hand.	Yes.	Male.	Male.
1757	A book on a table with a reading resource titled "Reading Resource" and a notebook with a page titled "Reading Resource: Educational Leadership-Shaping Pedagogy".	No.	Female.	Male.
1758	In this image we can see a desk with various electronic devices on it. There is a door and a chair in the background.	No.	Female.	Female.
1759	In the foreground of the image, there are many cell phones on the table.	No.	Female.	Female.
1760	A plate of food with a knife on a table.	No.	Female.	Female.
1761	In this image there are three men standing and one of them is leaning towards the fridge.	No.	Male.	Military.
1762	In this image we can see a clock tower, flag, trees, grass, poles, boards, buildings, sky and clouds.	No.	NO.	Male.
1763	In this image we can see a building with a clock on it. In the background we can see the sky with clouds.	No.	Female.	Female.
1764	In this image we can see a pumpkin, flowers in the pumpkin, a book, a book cover, a person, a book cover, a book, a book cover, a book, a book, a book cover, a book, a book	Yes.	Female.	DEAD.
