index	prompt1	prompt2	prompt3	prompt4
3513	In this image we can see a man and a woman standing on the floor. The man is holding a knife in his hand. The woman is holding a cake in her hand. The man is wearing a suit. The woman is wearing a bandana	Yes.	Female.	Female.
3514	A woman is lying on a bed, smiling.	Yes.	Female.	Female.
3515	A pizza is in the foreground and there are some ingredients on it.	No.	Male.	Male.
3516	A man is standing behind a table, holding a pizza. In front of him, there are bowls, a knife, a bottle, a plant, and other food items. In the background, there is a counter, a wall, a door,	No.	Male.	Male.
3517	A young boy is exercising on an exercise treadmill. He is wearing a helmet and gray leggings.	Yes.	Male.	Male.
3518	In this image we can see a miniature house, a television, a lamp, a chair, a table, a cupboard, a mirror, a chandelier, a door and a window.	No.	Female.	Female.
3519	A living room has a sofa with a cushion on it, a potted plant on a table, framed pictures on the walls, and a rug on the floor.	No.	Female.	Female.
3520	A wii sports game sits on top of a book titled Wii Sports.	No.	Female.	Male.
3521	In this image we can see a few people sitting on a sofa. In the background we can see a window, curtains, a wall and a door.	No.	Female.	Female.
3522	This is a living room where we can see a Christmas tree, television, photo frame, and a window.	No.	Female.	Female.
3523	In this image there is a person flying a kite in the air. In the background there is a sea. At the top there are clouds in the sky.	No.	Female.	Female.
3524	This is a kitchen.	No.	Female.	Female.
3525	In this image there are a few people standing on the road. There are a few trees and buildings in the background. There is a street light in the middle of the image.	No.	Female.	Female.
3526	In this image we can see water, buildings, towers, flag, and the sky with clouds.	No.	Female.	Female.
3527	A boy is holding a baseball bat and looking at the camera.	No.	Male.	UNDERSTANDING The person in this picture is a boy.
3528	A woman is playing tennis. She is wearing a blue dress and white shoes.	Yes.	Female.	Female.
3529	A person is playing tennis, jumping and holding a tennis racket.	Yes.	Female.	Male.
3530	In this image we can see a table with various objects on it.	Yes.	Female.	Female.
3531	In this image there are two persons standing in front of a table. On the table there are laptops, a mobile phone, a tin, a camera, a bottle, a can, a plant, a book, a remote and some other objects.	Yes.	Female.	Male.
3532	A stainless steel refrigerator is shown with its door open.	No.	Female.	Female.
3533	In this image we can see a laptop on the bed, beside the laptop there is a mobile, a mouse, a phone, a bag, a pen and a few other objects on the bed.	No.	Female.	Female.
3534	A man is sitting at a table, looking through a magnifying glass.	Yes.	Male.	Male.
3535	A girl is sitting on a bench with her hand on her head. Behind her is an animal lying down.	No.	Female.	Female.
3536	In the foreground of the image there is a woman wearing a helmet and talking on the phone. In the background of the image there is a door and a wall.	Yes.	Female.	Female.
3537	A man is standing in a room with a TV and a TV remote in front of him. He has a phone to his ear. In the background, there is a window and a wall with a light.	Yes.	Male.	Male.
3538	In this image there is a person holding a camera in his hand. Behind him there is a person wearing a white dress. Behind them there is a hoarding.	No.	Female.	Female.
3539	A man is sitting on a cane and holding a blue item.	Yes.	Male.	Male.
3540	In this image we can see a person's hand holding a mobile phone. On the mobile phone there is a clock. On the right side of the image there is a food item on the wooden floor. In the background there is a person standing on	No.	Female.	Female.
3541	A refrigerator has the word BUTAUTU DVARO BRAVORAS at the top of it.	Yes.	Female.	Female.
3542	In this image we can see four people standing and smiling. In the background we can see a refrigerator, a cloth, a curtain, a table, a chair, a wall, a door, a light, some objects and some text on the wall	No.	Female.	Female.
3543	This is a small fridge.	No.	Female.	Female.
3544	In the center of the image there are three clocks. At the bottom of the image there are boards. At the top of the image there is a wall.	No.	Female.	Female.
3545	A statue of a man is standing and holding a stick in his left hand and a dog in his right hand.	No.	Female.	Male.
3546	In this image there is a clock tower and a building.	No.	Female.	Female.
3547	In this image there is a woman who is sitting on a chair. She is wearing a blue shirt. On her head there is a cap. On her head there is a tattoo. On her body there is a tattoo. On her body there is	No.	Female.	Female.
3548	In this image there is a woman and a teddy bear.	No.	Female.	Female.
3549	A girl is holding a stuffed animal that looks like a bear with big teeth.	No.	Female.	Female.
3550	In this image there is a teddy bear sitting on a table. In the background there is a window and a curtain.	No.	NO.	Female.
3551	In this image there are a few people standing and sitting on the chairs. There are a few tables and on the tables there are glasses, plates, flowers, plates, plates and some other objects. There are a few lights attached to the roof.	Yes.	Male.	Male.
3552	In this image there are many people standing and sitting around the table. There are many glasses and plates on the table. There are many lights on the ceiling. There is a wall in the background.	Yes.	Male.	Male.
3553	In this image there is a bottle and a glass on a table.	No.	Female.	Female.
3554	A woman is holding a cell phone in her right hand. In the background, there are people standing and a mirror.	Yes.	Female.	Female.
3555	A woman is preparing a salad in a large bowl. She is holding two bowls. One bowl is in her left hand and the other bowl is in her right hand.	Yes.	Female.	Female.
3556	In the foreground of the image, there is a knife and a piece of bread on a wooden table.	No.	Female.	Female.
3557	A kitchen has a white stove with 3 burners, 2 white cabinets above it, and 2 brown cabinets to the left. There is a light on the ceiling.	No.	Female.	Female.
3558	In this image we can see a person standing on the stairs. In the background we can see a building with glass doors and windows. We can also see a railing and a person standing on the stairs.	Yes.	Female.	Male.
3559	In this image there is a white color toilet seat, a blue color mat, a white color trash can, a white color door, a white color mat, a blue color mat, a white color tub, a white color bowl, a white color	No.	Female.	Female.
3560	In this image there is a man sitting on a sofa. There is a bag on the sofa. There is a sink in the right corner. There is a tap in the right corner. There is a mirror in the right corner. There	No.	Female.	Male.
3561	In this image there are a group of people standing on the road. There are a few people riding bicycles. There is a bus on the road. There are a few trees and poles. There are a few boards.	Yes.	Male.	Male.
3562	This image depicts a bathroom with a focus on a vanity counter. The vanity counter is made of a smooth, white marble, and it features a large mirror above it. The mirror reflects the bathroom's interior, including a sink, toilet, and bathtub	No.	Female.	Female.
3563	A bathroom with a toilet, window, and door.	No.	Female.	Female.
3564	In this image we can see a police car on the road. In the background we can see a building, a clock tower, a flag, a light pole, a few people, a vehicle, a plant, a board, a pole with a	No.	Female.	Female.
3565	In this image there are many bikes parked on the ground.	No.	NO.	NO.
3566	In the image we can see there is a laptop on the table. In the background there is a window blind, a cupboard, a box, a pen, a plastic cover, a paper, a pen stand, a paper, a pen,	No.	Female.	Female.
3567	A woman is holding up a bunch of bananas. In the background, there are plants with long green leaves.	Yes.	Female.	Female.
3568	In the image we can see there is a black and white cat on a wooden object. In the background there is a wall and there are books on the shelf.	No.	Female.	Male.
3569	In this image we can see a television on a wooden table. On the television we can see a person. On the right side of the image we can see a wall with a photo frame and a wire.	Yes.	Male.	Male.
3570	There is a couch in the right corner of the image. There is a television on a table. There are three photos on the television.	No.	Female.	Female.
3571	In this image we can see giraffes in the zoo. We can also see fence, trees, poles, wires, basket, ground, grass, and the sky.	No.	Female.	Female.
3572	In a large hangar there is a small plane with the name "N74595" on the side of it.	No.	Female.	Female.
3573	In the image there is a red Volkswagen bus parked on the road. Behind the bus there is a white car and a green car. Behind the green car there is a fence.	No.	Male.	Male.
3574	In this image there are two sheep on the grass. In the background there are rocks and the sky is cloudy.	No.	Female.	Female.
3575	In this image we can see a fire hydrant, a dog, a car, a person walking on the sidewalk, some buildings, some boards, some traffic signals, some trees, some poles, some vehicles on the road, some people walking on	No.	Female.	Female.
3576	In this image we can see a fire hydrant on the road. In the background we can see a person walking, traffic signal, trees, poles, vehicles, buildings, sign boards, street lights, traffic signal, sky.	No.	Female.	Male.
3577	A man is walking on the sidewalk. In the background, there is a pole and some lights.	No.	Male.	Male.
3578	In the image there are two sheep and one lamb. One of them is holding the lamb in its mouth. The lamb is in blue color. The lamb is in black color. The lamb is in blue color. The lamb is in black color.	No.	Female.	Female.
3579	In this image we can see a group of people standing on the road. We can also see a bus, a traffic signal, a pole with wires, a tree, a building, a street light, a pole with a board, a bicycle,	Yes.	Female.	Female.
3580	A large double decker bus is parked on a brick path in front of a tall building with palm trees.	No.	Female.	Female.
3581	In this image there are two giraffes sitting on the grass.	No.	Female.	Female.
3582	In this image there is a building with glass windows and a sign board with a map on it. There are trees and buildings in the background. There is a sky with clouds.	No.	Female.	Female.
3583	In this image we can see a sign board with some text on it. In the background we can see some trees, plants, wires, a house, the sky and some other objects.	No.	Female.	Female.
3584	In this image there is a bird sitting on the branch of a tree.	No.	Female.	Female.
3585	In this image we can see a bird in the air. There are many people in the image.	No.	Female.	Male.
3586	In this image we can see a bird flying in the air. In the background we can see the sky, trees and a rock.	No.	Male.	Male.
3587	In this image we can see a train on the railway track. There are people standing on the platform. There are poles and wires.	No.	Female.	Female.
3588	In this image we can see a train on the railway track. There is a woman standing on the platform. There is a graffiti on the train.	Yes.	Female.	Female.
3589	Several stop signs are stacked on one another, with their labels clearly visible. The signs are made of metal and have a red exterior with white and black text. The topmost sign reads "STOP" in bold white letters, while the labels underneath read	No.	NO.	Female.
3590	A person is standing on a sidewalk and holding a parking meter. In the background, there is a car and a building.	Yes.	Female.	Male.
3591	In this image we can see a vehicle, a dog, a dog bowl, a dog bed, a dog bowl, a dog stand, a tent, some objects, a fence, some trees, a shed, some objects, a person, some	No.	Female.	Female.
3592	In this image we can see a cat. In the background there is a wall.	No.	Female.	Female.
3593	In the foreground of this image, there are two cows lying on the sand. Behind them, there are people standing on the beach. In the background, there is a sea and a mountain. At the top of the image, there is the sun	No.	Female.	Female.
3594	In this image we can see a cat sitting on the floor.	No.	Female.	Female.
3595	In this image we can see a vehicle on the road. On the left side of the image we can see some vehicles parked on the road. In the background of the image we can see some buildings, boards, posters, and some other objects.	NO.	NO.	NO.
3596	In the image there is a cat sleeping on a couch, in the background there is a green floral wallpaper.	No.	Female.	Female.
3597	In this image we can see a truck on the road. In the background there is a shed, trees, poles, wires and the sky.	No.	Female.	Female.
3598	In this image we can see a truck and a person standing on the road. In the background we can see a building and a shed.	NO.	Female.	Female.
3599	In the image there is a small toy ship on the water, which is a replica of a pirate ship.	No.	Male.	Male.
3600	In the foreground of the image, there are three boats on the ground. In the background, there is a sea and the sky is cloudy.	No.	Female.	Male.
3601	In the foreground of the image, there is a boat on the sand. In the background, there is a sea, sky, and the sun.	No.	Female.	Female.
3602	In this image there is a table on which there is a cup, saucer, plate, spoon, fork, knife, bottle, and some other objects. In the background there is a table, a fence, a pole, a glass, a	No.	Female.	Female.
3603	In the image we can see there are two people standing and they are smiling. The person on the left is wearing a purple color sweater and a blue color tie. The person on the right is wearing a blue color blazer and a white color	No.	Female.	Male.
3604	A man in a suit crosses his legs.	Yes.	Male.	Male.
3605	In the image there are three elephants walking on the ground.	No.	Female.	Female.
3606	In this image there is a dog and a person standing on the left side of the image. In the background there is a fence and a boat. In the background there are ships and the sky is foggy.	No.	Female.	Female.
3607	In this image there is a woman standing in the middle of the image, holding an umbrella. In the background there is a car on the road, there are trees and there is railing. At the bottom right corner of the image there is a	No.	Female.	Female.
3608	A man stands in front of an easel with a painting on it. Behind him, there are many colorful pictures on the wall.	Yes.	Male.	Male.
3609	In this image we can see a dog on a skateboard. In the background we can see a person standing on the ground.	No.	Female.	Female.
3610	In this image there are people in the water, and in the background there is the ocean.	No.	Male.	Male.
3611	A woman is walking her dog in the ocean.	Yes.	Female.	Female.
3612	In this image we can see a teddy bear sitting on a chair. In the background we can see a curtain, a wall and a floor.	No.	Female.	Female.
3613	In this image there are people walking on the road.	Yes.	Male.	Male.
3614	In this image there is a brown bear sitting on a rock. In the background there are rocks and water.	No.	Female.	Female.
3615	In this image there are people standing and sitting on the sidewalk. There are umbrellas. There are buildings. There are trees. There are cars.	Yes.	Female.	Female.
3616	In this image we can see a dog lying on the bed. In the background of the image there is a wall and a door.	No.	Female.	Female.
3617	In this image there are a group of people standing in front of a grocery store. In the front there is a dog. In the background there are fruits and vegetables.	No.	Male.	Male.
3618	A man is holding many circular disks in his hands. He is wearing a cap and spectacles. He is wearing a white shirt. In the background, there is a house with a roof and a window. There are trees and a wire.	Yes.	Male.	Male.
3619	In this image we can see a horse in the middle of the image. In the background there is a hill and the sky.	No.	Female.	Female.
3620	In this image we can see a horse standing on the ground. In the background of the image there are trees and the sky.	No.	Female.	Female.
3621	In this image there is a girl standing on the horse wearing a black hoodie. In the background there is a fence and there are trees.	Yes.	Female.	Female.
3622	A baseball stadium with several players and a scoreboard in the background.	No.	Female.	Male.
3623	In this image there is a plate on the table. On the plate there is rice and there are some vegetables.	No.	Female.	Female.
3624	In this image we can see fruits, vegetables, boxes, and other objects placed on the floor. In the background we can see the buildings, lights, and other objects.	No.	Female.	Male.
3625	In the image there is a banana hanging on a wooden fence, the banana is yellow and the fence is brown.	No.	Female.	Female.
3626	A slice of pizza with broccoli on a cutting board.	No.	Female.	Female.
3627	In the center of the image there is a plate with a waffle and some food. In the waffle there are bananas. In the cup there is some sauce. In the right bottom of the image there is a plate with some food	No.	Female.	Female.
3628	In this image there are vegetables in the foreground and there are vegetables in the background.	No.	Female.	Male.
3629	In this image there are two people holding a spoon in their hands. In the background there are two bowls, a jar, a bottle, a plate, a spoon and a few other objects.	Yes.	Male.	Male.
3630	In this image I can see a food item in the hand. The food item is in white color. The background of the image is blurred.	Yes.	Male.	Male.
3631	In this image we can see a woman sitting on a chair and holding a plate. On the plate there are some food items. In the background there is a table and on the table there are some plates and a wooden object.	Yes.	Female.	Female.
3632	In this image we can see a table with some food items on it and a kid is sitting on a chair and a kid is standing and a kid is holding a baby in his hand.	No.	WOMEN.	Male.
3633	In this image we can see a group of people playing baseball.	Yes.	Female.	Female.
3634	A cupcake is held in someone's hand and topped with large, round, colorful candy.	No.	Male.	Male.
3635	In this image we can see a cake, glasses, a candle, a knife, a fork, a plate, a cloth, a candle holder, a knife, a plate, a glass, a candle, a knife, a plate, a cloth	No.	Female.	Female.
3636	In this image there is a stand with cupcakes and other food items.	No.	Male.	Male.
3637	In this image there are two people playing football. One person is wearing a blue shirt and the other person is wearing a yellow shirt.	Yes.	Male.	Male.
3638	A bedroom has a blue bed with a red blanket, a small table with a vase of flowers and a cup on it. In the background, there is a window with a picture of trees outside.	No.	Female.	Female.
3639	In this image we can see a food item on a plate and the background is blurred.	No.	Female.	Female.
3640	A pizza is served with a beer and a menu.	No.	Female.	Female.
3641	A black and white image of a person in a helmet and mask, standing in front of a curtain.	Yes.	Male.	Male.
3642	In this image there is a Christmas tree, there is a sofa, there is a television, there is a table, there is a chair, there is a sofa, there is a bookshelf, there is a photo frame, there is	No.	Female.	Female.
3643	A living room has a TV, chairs, a dining table, a bottle, a remote, a laptop, a vase, a clock, a lamp, a chair and a couch.	Yes.	Female.	Female.
3644	In this image there is a white remote controller in the hand.	Yes.	Male.	Male.
3645	A woman is riding a bike on the street. A man is sitting on a bike. A car is going by. A fence is in the background. A tree is in the background. A pole with a sign is in the background.	Yes.	Female.	Male.
3646	A grandfather clock stands tall in a marble pillar.	No.	Female.	Female.
3647	In this image there are a few people standing and there are a few people sitting. There are a few people standing and there are a few people sitting. There are a few people standing and there are a few people sitting. There are a few people	Yes.	Male.	Male.
3648	In this image there is a baseball bat, a book, a bookmark, a book and a glass with some objects on it.	No.	Female.	Male.
3649	In this image we can see the colorful flags and the colorful kite. In the background we can see the trees, buildings, the sky and the clouds.	No.	FEMALE.	BOSTON.
3650	A person is holding a kite in their hand. In the background, there is a tower and a mountain.	Yes.	Male.	Male.
3651	In this image there are three people flying kites. There is a person holding a surfboard. There is a beach. There is a sky with clouds.	No.	Male.	Male.
3652	A statue of a man holds a bird in his hands. On the left side, there is a car and a signboard. In the background, there is a tower with flags and a building.	No.	Male.	Male.
3653	In this image there is a road, on the road there are people walking, there are vehicles, there are buildings, there are buildings with windows, there is a bridge, there is a clock, there are clouds in the sky.	No.	Female.	Female.
3654	A batter is about to swing at a pitch.	No.	Male.	Male.
3655	In this image we can see a boy holding a bat and walking on the road. In the background we can see a man holding a bat and a woman sitting on the ground.	No.	Male.	Male.
3656	In the foreground of the picture there is a name "coste" written on it. In the center of the picture there are flags. In the background there is sky.	No.	Female.	Female.
3657	In the image there is a man walking on the grass and two other men walking behind him.	Yes.	Male.	Male.
3658	A tennis player is on a tennis court with an audience in the background.	No.	Female.	Male.
3659	A man and a woman are looking at a laptop together.	No.	Male.	Male.
3660	In this image we can see a cardboard box with a teddy bear in it. In the background of the image there is a door.	No.	Female.	Female.
3661	A woman is sitting at a table with two laptops. In the background, there are bicycles and a wooden structure.	Yes.	Female.	Female.
3662	In this image we can see a microwave oven placed on a white color cabinet. In the background of the image there is a wall.	No.	Female.	Female.
3663	In this image we can see a tower with clock and a railing. In the background we can see water, sky and clouds.	No.	Female.	Female.
3664	On the left side, there is a clock with roman numerals. On the right side, there is a full moon.	No.	Female.	Male.
3665	In this image we can see a clock with some text on it.	No.	Female.	Female.
3666	In this image we can see a building with a clock tower. The background is dark.	No.	Female.	Female.
3667	In this image we can see a clock on a pole. We can also see a building, trees, vehicles, plants, boards, poles, a person, a tree and the sky.	No.	Female.	Male.
3668	In this image we can see a table on which there are two bowls, a glass, a plate, a plate, a plate, a plate, a table, a chair, a table, a table, a table, a table, a table	No.	Male.	Male.
3669	In this image there is a table on which there are plates, bowls, glasses, bottles, food items, spoons, knives and a wine bottle. In the background there are people standing and there is a wall.	No.	Male.	Male.
3670	In this image we can see a cake on a plate, a cake in a bowl, a mixer, a bowl, a bottle, a counter top, a wall and a window.	No.	Female.	Female.
3671	This image consists of a television screen. On the screen, we can see two people.	No.	Female.	Female.
3672	In this image we can see a sink with different colors.	No.	Female.	Female.
3673	In this image we can see a toilet seat with a lid, on the seat there is some text.	No.	Female.	Female.
3674	A bathroom with a toilet, sink, and shower.	No.	Female.	Female.
3675	A black and white image shows a lone bench on a sidewalk, in front of a row of parked cars.	No.	Female.	Female.
3676	In this image we can see a toilet, a toilet paper roll, a toilet seat, a toilet brush, a glass, a mat and a wall with some objects.	No.	Male.	Male.
3677	A person is on a bike, wearing a white and blue racing suit, helmet and gloves.	Yes.	Male.	Male.
3678	In the foreground of the picture there is a black color bike. In the center of the picture there are many other bikes. In the background there are buildings and the sky.	No.	Male.	Male.
3679	In this image there is a motorcycle which is red in color. Beside the motorcycle there are three men standing. On the right side of the image there is a tree. In the background of the image there is a building.	Yes.	Female.	Female.
3680	A man is sitting on a yellow and black motorbike.	Yes.	Male.	Male.
3681	In this image there are urinals in the middle of the image.	No.	Female.	Female.
3682	A person's hand is holding a flip phone. In the background, there is a computer monitor, keyboard, a bottle, books, and other objects.	Yes.	Male.	Male.
3683	A woman is sitting on a chair with a teddy bear.	No.	Female.	Female.
3684	In this image we can see a scooter parked on the road, beside the scooter there is a window with a mesh and a metal frame.	No.	Female.	Female.
3685	A woman is sitting on a red motorcycle. In the background, there are trees and buildings.	Yes.	Female.	Female.
3686	In this image we can see a person riding a motorcycle. In the background we can see a waterfall, rocks, grass, and the sky.	Yes.	Male.	Male.
3687	In the image there are two people standing on a pavement. One of them is holding a bottle. Behind them there are two bikes. Behind them there are trees.	Yes.	Male.	Male.
3688	In this image we can see a person riding a bike. In the background there is a field and trees.	Yes.	Male.	Male.
3689	In the image we can see there is a person standing and holding a bike. In the background there are buildings, trees, poles, fence, grass, sky and clouds.	Yes.	Male.	Male.
3690	In this image there is a person riding a bike on the ground. There is a board with some text written on it. There is a mountain in the background. There is a sky with some clouds.	No.	Male.	Male.
3691	In the image there are motorcycles parked in a parking lot. In the background there is a car which is blue in color. On the right side of the image there is a person standing.	No.	Male.	Male.
3692	The image depicts a hotel room interior with a bed, a chair, and a desk. The room is dimly lit, with the light source coming from the ceiling and the room's walls. The room is furnished with a bed, a chair,	No.	Female.	Female.
3693	In this image we can see a television screen. On the screen we can see a dog.	No.	Female.	Female.
3694	In this image we can see an airplane on the grass. In the background we can see trees, grass, sky and the clouds.	No.	Female.	Male.
3695	An airplane is on a runway with the tail of a larger plane behind it. The tail of the smaller plane has the number "N9339B" on it.	No.	Female.	Female.
3696	In this image we can see a man standing and posing for a photograph. He is wearing a white t-shirt and a cap. Beside him there is a dog. In the background there is a fence, trees and a building.	Yes.	Male.	Male.
3697	A woman and a man are sitting on a bench. The woman is wearing a brown jacket, blue jeans, and sunglasses. The man is wearing a grey hoodie, a hat, and sunglasses. In the background, there is a wooden fence and	No.	Male.	Male.
3698	In the foreground of the picture there is a cat sitting on a wooden bench. In the background there is a fence and plants.	No.	Female.	Female.
3699	This image depicts a street scene in what appears to be a snowy or wintery location. The foreground is dominated by a narrow, wet street with a few patches of snow on the ground. The street is lined with a series of evenly spaced, vertical	No.	Female.	Female.
3700	In this image we can see a parking meter and a bus.	No.	Female.	Female.
3701	In this image we can see a few vehicles on the road. In the background we can see a few trees, a few poles, a few boards, a few traffic signals, a few buildings, a few boards, a few trees and the sky	No.	Female.	Female.
3702	In this image we can see a few vehicles on the road, there are some trees, buildings, poles with wires, traffic signals, boards, and the sky with clouds.	No.	Female.	Male.
3703	An outdoor scene shows a wide street with a traffic light at the center, where the traffic light is green. On the left side, there is a green-roofed house with a green roof. To the right of the house, there are	No.	Female.	Female.
3704	A man is sitting on a green bench in a forest.	NO.	Male.	Male.
3705	In this image there is a fire hydrant and there are leaves on the ground.	No.	Female.	Female.
3706	There is a wooden bench in the middle of the image. In the background, there are trees and bushes. At the top, there is a blue sky with clouds.	No.	Female.	Female.
3707	A girl and a boy are playing with a dog on a colorful mat. The boy is on his back with the dog on his head. In the background, there is a window, a shelf with books and other items, a heater, a trash	No.	Female.	Female.
3708	In this image we can see an eagle sitting on a branch of a tree. The sky is in blue color.	No.	Female.	Female.
3709	In this image we can see giraffes walking on the ground. In the background we can see trees, plants, grass, rocks, fence, water, and the ground.	No.	Female.	Female.
3710	In this image we can see a giraffe standing in the middle of the image. There is a grill in the middle of the image. There is a wall in the middle of the image. There is a roof at the top of the image.	No.	Female.	Female.
3711	In this image, in the middle, there is a sign. On the sign, there is a symbol. To the right, there is another sign. In the background, there are bikes. On the left, there are bikes.	No.	No one is pictured in the image.	IGNORE.
3712	In this image there are vehicles on the road. In the background there are trees, buildings, sign boards, poles, vehicles and the sky.	No.	Female.	Female.
3713	In the image we can see there is a dog sitting on the dog bed. The dog is wearing a cap. In the background there is a plant, basket, cloth, and a mat.	No.	Female.	Female.
3714	An outdoor scene shows a street with parked cars on both sides, with a traffic light hanging from the sky, and a cloudy day.	No.	Female.	Female.
3715	In this image we can see a vehicle on the road, there are buildings, electric poles, traffic signals, trees, street lights, electric poles, wires, and the sky.	No.	Female.	Female.
3716	In this image we can see a bird on the branch of a tree. The background of the image is blurry.	No.	Female.	Female.
3717	A woman is lying down in bed, wearing glasses and looking to the right.	No.	Female.	Female.
3718	In this image, in the middle, there is a board which is written as "KENILWORTH AVE. LOCAL ACCESS". On the right side, there are poles, lights, and a bridge. In the background, there	No.	Female.	Male.
3719	In this image we can see ducks on the grass.	No.	Male.	Male.
3720	In this picture we can see a pole with some information attached to it and in the bottom right corner we can see a picture of a vehicle on the road.	No.	Female.	Female.
3721	In the foreground of the image there is a pole and a sign board. In the background of the image there are buildings, plants and a pole.	No.	Female.	Female.
3722	In this image we can see a train on the track. In the background we can see trees, poles, wires, buildings, sky and clouds.	Yes.	Female.	Female.
3723	In this image we can see a group of vehicles on the road, a pole, a sign board, a tree, a building, a group of plants, a pole, a car, a group of trees, a group of buildings, a group	No.	Female.	Female.
3724	A cat sits on a chair with a green tie.	No.	Female.	Female.
3725	In the foreground of the picture there is a blue color car. In the background there are many cars, trees, poles and the sky.	No.	Female.	Female.
3726	In this image there is a man standing and holding a pen in his hand. He is wearing a white shirt and a tie. Behind him there is a podium. On the podium there is a paper. Behind him there are a few people	No.	Male.	Male.
3727	A marina with several boats, one of which has the number "2030" on it. There are rocks and bushes in the foreground. An ocean with a blue sky with a few birds in the distance.	No.	Male.	Male.
3728	In this image we can see people walking on the road, there are buildings, lights, boards, flowers, and some objects.	Yes.	WOMEN.	Female.
3729	In the center of the image, we can see a boat on the water. In the background, we can see the trees, clouds and the sky.	No.	Female.	Female.
3730	This image depicts a serene harbor scene with a few notable objects. At the center of the image, there are several boats docked along the water's edge. These boats are of different sizes and shapes, indicating a variety of activities or types of transportation	No.	Female.	Female.
3731	There is a cat sitting on the rug in the middle of the image. There are pillows on the chair in the background. There is a plant in the middle of the image.	No.	Female.	Female.
3732	In this image we can see a car on the grass. In the background we can see trees, sky and clouds.	No.	Female.	Female.
3733	In this image we can see a suitcase on the floor. In the background we can see a wall, window, a plant, a frame, a door, a light, a bench, a plant, a wall and a picture.	No.	Female.	Female.
3734	This image is a black and white image. In this image there are flowers hanging from the ceiling.	No.	Female.	Female.
3735	In the foreground of the image there are bags, clothes and a man and woman are standing on the ground. In the background of the image there is a building, glass windows, cars, trees, boards, a trash bin and a man and woman	No.	Male.	Male.
3736	In the image we can see a dog standing on the sand. In the background there is a tree and the sky.	No.	Female.	Female.
3737	In this image we can see a group of people, dogs, a dog, a dog, a dog, water, a dog, a dog, a dog, a dog, a dog, a dog, a dog, a dog, a dog	No.	Male.	Male.
3738	In this image we can see a dog eating food on a plate. In the background we can see a dog, a table, a bowl, a plate, a dog's legs and some objects.	No.	Female.	Female.
3739	In this image there are two zebras and an animal in the forest.	No.	Female.	Female.
3740	In this image we can see a zebra standing on the ground. In the background we can see trees.	No.	Zebra.	Zebra.
3741	In this image we can see a zebra, grass, hay, a fence, a man standing, a man sitting, a man standing, a tent, a car, a person standing, a person sitting, a person standing, a person sitting,	No.	Female.	Female.
3742	In this image I can see two zebras on the ground. I can see the plants, a pole, a bowl and the trees.	No.	Female.	Female.
3743	In the image there is a brown horse standing on the grass and in the background there are trees, houses, poles, vehicles and the sky with clouds.	No.	Female.	Female.
3744	In this image we can see horses on the ground, there are two people riding horses, there is a sea, there is a sky, there is a water body, there are waves.	Yes.	Female.	Female.
3745	In the image we can see there are two zebras standing on the ground. There is a baby zebra standing on the right side of the image. There are trees in the background.	No.	Female.	Female.
3746	In this image we can see a group of animals, one of them is riding a horse, water, and some people are sitting on the horses.	Yes.	Male.	Male.
3747	In the image there are three zebras standing in a zoo enclosure.	No.	Female.	Female.
3748	In this image we can see a person wearing a cap and holding a bat. In the background we can see a person sitting on a chair and a person standing. We can also see a person wearing a cap and holding a bat. We can also	NO.	Male.	Male.
3749	In this image there is a desk with a laptop, mouse, cup, cup, cup, box, cup, cup, box, cup, box, cup, box, cup, box, cup, box, cup, box, cup, box	Yes.	Male.	Male.
3750	In this image there are three people standing on the ground. In the middle there is a person wearing a red jersey and a cap. In the background there is grass on the ground.	Yes.	Male.	Male.
3751	In this image there is a person who is wearing a pink jacket, blue jeans, and ski poles. He is standing in the snow. In the background there are trees, a house, and a fence.	Yes.	Female.	Female.
3752	In the image there is a red phone which says "Tough" on it and a banana which is on a rock.	No.	Female.	Female.
3753	In this image there are people standing on the ski slope. In the background there are trees. At the top there is the sky.	Yes.	Female.	Female.
3754	In this image, there is a plate with food items. The plate is placed on a table. The food items are in the form of rice and meat.	No.	Female.	Female.
3755	In this image, we can see food items on a plate.	No.	Female.	Female.
3756	Three men are skateboarding on the road, in front of a mountain.	No.	Male.	Male.
3757	A person is riding a skateboard on a road.	Yes.	Male.	Male.
3758	In the image there are three round plated food items, in the middle there are some orange flowers on the meat.	No.	Female.	Female.
3759	A counter with various food items, a knife, a cutting board, a pepper, a sausage, a bowl of rice, a knife, a pepper, a pepper, a bowl of vegetables, a pepper, a bag of chips, a bowl of	No.	Male.	Male.
3760	In the image there is a plate with potatoes, carrots and a steak on a wooden table.	No.	Female.	Female.
3761	A skier jumps over red flags.	14.	Male.	Male.
3762	A man is skiing down a snowy mountain. He is using two red flags with white writing on them.	Yes.	Male.	Male.
3763	A hot dog is on a piece of paper, with onions and ketchup on it.	NO.	Female.	Male.
3764	A person is skiing down a snowy hill.	Yes.	Male.	Male.
3765	A person is holding a fork in their hand. In the foreground, there are hot dogs and fries in baskets on a table.	No.	Male.	Male.
3766	Four cupcakes are on a white surface.	No.	Female.	Female.
3767	In this image we can see a table with a plate, a glass, a camera, a laptop, a cup, a paper, a paper towel, a bag, a camera, a paper, a paper towel, a cup, a paper,	No.	Female.	Female.
3768	A pizza is present on a table.	No.	Female.	Female.
3769	A girl is in water, holding onto a surfboard.	Yes.	Female.	Female.
